1 Canada 13 3 2 2 2 1 0 0 2 0 0 0 0 0 1 0 0 0
2 Malta 11 2 2 2 2 2 0 1 1 0 0 0 0 0 -1 0 0 0
2 Portugal 11 3 2 2 2 1 0 0 1 0 0 0 0 0 0 0 0 0
2 Spain 11 2 2 2 2 1 0 0 1 0 0 0 0 0 1 0 0 0
5 Austria 10 2 2 2 2 1 0 -1 2 0 0 0 0 0 0 0 0 0
5 Denmark 10 2 2 2 2 0 0 -1 1 0 0 0 0 1 1 0 0 0
5 Sweden 10 3 2 2 1 -1 0 -1 2 0 0 0 0 1 1 0 0 0
5 United_Kingdom 10 3 2 2 2 -1 0 0 2 -1 0 0 0 0 1 0 0 0
5 Uruguay 10 2 2 2 2 2 0 1 0 0 0 0 0 0 0 0 -1 0
10 Australia 9 2 2 2 2 1 0 0 0 0 -1 0 0 0 1 0 0 0
10 Germany 9 2 2 2 1 1 0 1 1 0 0 0 0 0 -1 0 0 0
10 Iceland 9 2 2 2 2 1 0 -1 0 0 0 0 0 0 1 0 0 0
10 Taiwan 9 3 2 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0
14 Colombia 8 2 2 2 2 1 0 -1 1 0 0 0 0 0 0 0 -1 0
14 Netherlands 8 2 2 2 2 0 0 -1 1 0 0 0 0 0 0 0 0 0
14 New_Zealand 8 2 2 2 1 1 0 -1 0 0 0 0 0 0 1 0 0 0
14 Switzerland 8 3 1 1 2 -1 0 1 1 0 0 0 0 0 0 0 0 0
18 Belgium 7 2 2 2 2 -1 0 -1 1 0 0 0 0 0 0 0 0 0
18 Greenland 7 1 2 2 2 1 0 -1 0 0 0 0 0 0 0 0 0 0
18 Ireland 7 2 2 2 2 -1 0 -1 0 0 0 0 0 0 1 0 0 0
18 Norway 7 2 2 2 2 -1 0 -1 0 0 0 0 0 0 1 0 0 0
22 Argentina 6 1 2 2 2 -1 0 1 1 -1 0 0 0 0 0 0 -1 0
22 Finland 6 3 2 2 1 -1 0 -1 0 0 0 0 0 0 0 0 0 0
22 France 6 2 2 2 2 -1 0 -1 0 0 0 0 0 0 0 0 0 0
22 Luxembourg 6 2 2 2 2 -1 0 -1 0 0 0 0 0 0 0 0 0 0
22 Reunion 6 2 2 2 2 -1 0 -1 0 0 0 0 0 0 0 0 0 0
27 French_Polynesia 5 2 2 2 2 -1 0 -1 0 -1 0 0 0 0 0 0 0 0
27 New_Caledonia 5 2 2 2 2 -1 0 -1 0 0 0 0 0 0 -1 0 0 0
27 Puerto_Rico 5 1 2 2 2 0 0 1 1 -1 0 0 0 0 -1 0 -2 0
27 South_Africa 5 3 2 2 1 -1 0 -1 0 0 0 0 0 0 0 0 -1 0
31 Costa_Rica 4 2 2 2 2 -1 0 -1 0 -1 0 0 0 0 -1 0 0 0
31 Ecuador 4 3 2 0 2 -1 0 1 0 -1 0 0 0 0 -1 0 -1 0
31 Guadeloupe 4 2 2 2 2 -1 0 -1 0 -1 0 0 0 0 -1 0 0 0
31 Israel 4 2 1 1 2 -1 0 -1 1 -1 0 0 0 0 0 0 0 0
31 Martinique 4 2 2 2 2 -1 0 -1 0 -1 0 0 0 0 -1 0 0 0
31 USA 4 1 2 2 -1 0 0 0 2 -1 0 0 0 0 0 0 -1 0
37 Gibraltar 3 2 2 2 -1 -1 0 -1 0 0 0 0 0 0 0 0 0 0
37 Guam 3 1 2 2 1 -1 0 -1 0 -1 0 0 0 0 0 0 0 0
37 Slovenia 3 3 2 1 0 -1 0 -1 0 -1 0 0 0 0 0 0 0 0
40 Andorra 2 3 1 2 -1 -1 0 -1 0 0 0 0 -1 0 0 0 0 0
40 Brazil 2 2 2 2 0 -1 0 1 0 -1 0 0 0 0 -1 0 -2 0
40 Chile 2 2 1 0 2 1 -1 -1 0 -1 0 0 0 0 0 0 -1 0
40 Czech_Republic 2 2 1 1 0 -1 0 -1 0 0 0 0 0 0 0 0 0 0
40 Estonia 2 2 0 1 1 -1 0 -1 0 0 0 0 0 0 0 0 0 0
40 Mexico 2 3 1 1 1 -1 0 0 1 -1 0 0 0 0 -1 0 -2 0
46 Cuba 1 3 0 0 1 -1 0 -1 0 0 -1 0 0 0 0 0 0 0
46 Greece 1 2 1 0 2 -1 0 -1 0 -1 0 0 0 0 0 0 -1 0
46 India 1 1 0 0 1 1 0 -1 0 -1 0 0 0 1 -1 0 0 0
46 San_Marino 1 3 1 1 1 -1 0 -1 0 -2 0 0 0 0 -1 0 0 0
46 Thailand 1 2 0 0 -1 -1 0 -1 2 0 0 0 0 0 0 0 0 0
51 Bermuda 0 1 2 1 -1 -1 0 -1 0 0 0 0 0 0 -1 0 0 0
51 Croatia 0 2 1 1 1 -1 0 -1 0 -1 0 -1 0 0 -1 0 0 0
51 Italy 0 1 1 0 1 -1 0 -1 0 -1 0 0 0 0 0 0 0 0
51 Liechtenstein 0 1 1 0 -1 -1 0 -1 0 0 0 0 0 0 1 0 0 0
51 Nepal 0 3 -1 0 0 1 0 -1 0 -1 0 0 0 0 -1 0 0 0
51 Slovakia 0 2 0 0 1 -1 0 -1 0 0 0 0 0 0 -1 0 0 0
51 Virgin_Islands 0 1 2 2 0 -1 0 -1 0 -1 0 0 0 0 -1 0 -1 0
58 Bolivia -1 2 0 0 1 -1 0 -1 0 -1 0 0 0 0 -1 0 0 0
58 Bosnia-Herzegovina -1 2 -1 0 1 -1 0 -1 0 0 0 0 0 0 -1 0 0 0
60 Albania -2 2 -1 0 -1 -1 0 1 0 -1 0 0 0 0 -1 0 0 0
60 Aruba -2 1 1 0 0 -1 0 -1 0 0 -1 -1 0 0 0 0 0 0
60 Bhutan -2 0 -1 0 1 -1 0 -1 0 0 0 0 0 0 0 0 0 0
60 Japan -2 0 -1 0 1 -1 0 -1 1 0 0 -1 0 0 0 0 0 0
60 Mozambique -2 1 -1 0 0 -1 0 -1 0 0 0 0 0 0 0 0 0 0
60 Samoa -2 1 -1 0 1 1 0 1 0 -2 0 -1 -1 0 -1 0 0 0
66 Angola -3 1 -1 0 0 -1 0 -1 0 -1 0 0 0 0 0 0 0 0
66 Bulgaria -3 2 -1 0 1 -1 0 -1 0 -1 0 -1 0 0 -1 0 0 0
66 China_incl._HongKong -3 0 -1 0 0 -1 0 0 0 0 0 0 0 -1 0 0 0 0
66 Cyprus -3 1 1 0 0 -1 0 -1 0 -1 0 -1 0 0 -1 0 0 0
66 Fiji -3 3 -1 0 -1 -1 0 -1 0 -1 0 0 0 0 -1 0 0 0
66 Hungary -3 2 1 -1 -1 -1 0 -1 0 0 0 -1 0 0 -1 0 0 0
66 Korea_South -3 0 -1 0 1 -1 0 -1 0 0 0 0 0 0 -1 0 0 0
66 North_Macedonia -3 2 -1 0 1 -1 0 -1 0 -1 0 -1 0 0 -1 0 0 0
66 Monaco -3 0 1 0 -1 -1 0 -1 0 -1 0 0 0 0 0 0 0 0
66 Montenegro -3 2 -1 0 1 -1 0 -1 0 -1 0 -1 0 0 -1 0 0 0
66 Panama -3 0 -1 0 1 -1 0 -1 0 0 0 -1 0 0 0 0 0 0
66 Romania -3 2 -1 0 1 -1 0 -1 0 -1 0 -1 0 0 -1 0 0 0
66 Serbia -3 2 -1 0 1 -1 0 -1 0 -1 0 -1 0 0 -1 0 0 0
66 St._Maarten -3 1 -1 0 0 -1 0 -1 1 -1 0 -1 0 0 0 0 0 0
66 Vietnam -3 0 -1 0 0 -1 0 -1 0 0 0 0 0 0 0 0 0 0
81 Armenia -4 0 -1 0 -0 -1 0 -1 0 1 0 -1 0 0 -1 0 0 0
81 Botswana -4 1 -1 0 0 -1 0 -1 0 -1 0 0 0 0 -1 0 0 0
81 Cabo_Verde -4 1 -1 0 -1 -1 0 -1 0 -1 0 0 0 0 0 0 0 0
81 Curacao -4 1 0 0 0 -1 0 -1 0 -1 0 -1 0 0 -1 0 0 0
81 El_Salvador -4 2 -1 0 0 -1 0 -1 0 -1 0 0 0 0 -1 0 -1 0
81 Kazakhstan -4 0 -1 0 1 -1 0 -1 0 0 0 0 0 0 -2 0 0 0
81 Kosovo -4 3 -1 0 -1 -1 0 -1 0 -2 0 0 0 0 -1 0 0 0
81 Laos -4 0 -1 0 0 -1 0 -1 0 0 0 0 0 0 -1 0 0 0
81 Latvia -4 1 -1 0 0 -1 0 -1 0 0 0 -1 0 0 -1 0 0 0
81 Lesotho -4 0 -1 -1 0 -1 0 -1 0 0 0 0 0 0 0 0 0 0
81 Lithuania -4 2 -1 -1 1 -1 0 -1 0 -1 0 -1 0 0 -1 0 0 0
